carat,cut,cut_rank,color,color_rank,clarity,clarity_rank,depth_pct,table_mm,price_usd,length_mm,width_mm,depth_mm,region
0.63,Ideal,1,G,4,IF,1,61.9,56.0,3027.0,5.5,5.52,3.41,region4
0.4,Premium,2,F,3,SI1,6,62.8,59.0,992.0,4.72,4.71,2.96,region3
1.51,Very Good,3,F,3,SI1,6,63.0,61.0,15028.0,7.27,7.3,4.59,region1
0.74,Ideal,1,H,5,VVS1,2,62.5,55.0,3451.0,5.76,5.79,3.61,region3
0.52,Ideal,1,G,4,VVS1,2,62.0,55.0,2130.0,5.15,5.18,3.2,region3
0.32,Premium,2,G,4,SI1,6,62.6,58.0,704.0,4.35,4.31,2.71,region2
0.71,Ideal,1,E,2,VS2,5,61.7,56.0,3522.0,5.73,5.75,3.54,region1
0.81,Ideal,1,F,3,VVS2,3,62.2,53.9,5172.0,5.97,6.01,3.72,region3
0.31,Ideal,1,E,2,VVS1,2,61.5,56.0,1124.0,4.36,4.39,2.69,region1
1.66,Ideal,1,E,2,SI2,7,62.7,56.0,13980.0,7.45,7.63,4.73,region1
0.41,Very Good,3,H,5,VVS1,2,61.7,58.0,1288.0,4.74,4.79,2.94,region1
0.41,Ideal,1,E,2,VVS1,2,60.7,57.0,1572.0,4.8,4.85,2.93,region2
0.5,Ideal,1,F,3,VVS2,3,60.7,57.0,2199.0,5.12,5.16,3.12,region2
0.26,Ideal,1,G,4,IF,1,60.8,56.0,680.0,4.11,4.15,2.51,region3
1.55,Ideal,1,I,6,VS2,5,62.6,56.0,9695.0,7.41,7.35,4.62,region3
0.71,Very Good,3,H,5,SI1,6,62.1,61.0,2707.0,5.63,5.71,3.52,region2
0.3,Ideal,1,I,6,VS1,4,61.6,56.0,615.0,4.31,4.36,2.67,region1
0.4,Good,4,H,5,VS2,5,59.4,64.0,992.0,4.82,4.75,2.84,region3
0.32,Ideal,1,G,4,SI1,6,61.3,57.0,643.0,4.4,4.37,2.69,region3
1.64,Premium,2,H,5,SI1,6,59.3,61.0,14507.0,7.68,7.64,4.54,region1
0.9,Premium,2,E,2,VS2,5,62.2,59.0,5175.0,6.18,6.13,3.83,region2
0.31,Ideal,1,H,5,VS2,5,62.2,55.0,722.0,4.39,4.35,2.72,region2
0.77,Ideal,1,G,4,VS2,5,61.7,55.0,4354.0,5.89,5.91,3.64,region2
0.54,Ideal,1,F,3,VS1,4,60.9,57.0,2426.0,5.26,5.21,3.19,region1
1.51,Premium,2,J,7,VVS2,3,62.5,59.0,11401.0,7.29,7.34,4.57,region1
0.41,Good,4,D,1,SI1,6,63.8,56.0,775.0,4.68,4.72,3.0,region3
0.9,Very Good,3,F,3,VS1,4,62.1,58.0,4408.0,6.15,6.19,3.83,region4
0.4,Good,4,D,1,VS1,4,64.0,55.0,853.0,4.67,4.7,3.0,region2
1.55,Premium,2,D,1,SI2,7,62.0,58.0,9814.0,7.39,7.44,4.6,region4
1.12,Ideal,1,F,3,VVS1,2,61.0,56.0,10263.0,6.71,6.74,4.1,region4
0.43,Ideal,1,G,4,IF,1,61.6,57.0,1344.0,4.81,4.84,2.97,region3
0.39,Fair,5,E,2,VS2,5,65.4,57.0,1364.0,4.61,4.54,2.99,region1
0.71,Good,4,E,2,SI2,7,57.8,60.0,2326.0,5.86,5.83,3.38,region3
0.56,Ideal,1,H,5,VS1,4,62.8,56.0,1528.0,5.28,5.23,3.3,region4
1.0,Good,4,F,3,SI1,6,58.1,64.0,5990.0,6.56,6.6,3.82,region1
1.0,Fair,5,F,3,SI1,6,66.4,57.0,4894.0,6.21,6.14,4.1,region2
1.5,Good,4,F,3,SI2,7,62.4,55.0,6964.0,7.27,7.34,4.56,region4
2.55,Premium,2,I,6,SI2,7,62.9,58.0,15069.0,8.7,8.59,5.44,region3
1.04,Premium,2,E,2,SI2,7,61.6,59.0,3748.0,6.55,6.57,4.04,region4
0.7,Ideal,1,I,6,VVS1,2,61.8,56.0,3411.0,5.69,5.73,3.53,region2
0.41,Premium,2,F,3,VS2,5,60.3,58.0,1439.0,4.85,4.8,2.91,region1
0.3,Premium,2,H,5,VVS1,2,61.1,61.0,942.0,4.3,4.27,2.62,region2
1.55,Ideal,1,J,7,VS2,5,61.7,55.0,7279.0,7.38,7.43,4.58,region4
0.3,Ideal,1,I,6,VVS1,2,62.1,57.0,486.0,4.29,4.34,2.68,region4
0.78,Premium,2,G,4,VS2,5,60.8,58.0,3223.0,6.03,5.95,3.64,region2
0.72,Ideal,1,H,5,SI1,6,62.2,58.0,3195.0,5.72,5.76,3.57,region1
0.42,Very Good,3,H,5,SI1,6,62.0,59.0,630.0,4.76,4.79,2.96,region4
0.32,Ideal,1,H,5,VS2,5,61.3,56.0,549.0,4.42,4.45,2.72,region3
0.32,Ideal,1,E,2,VS2,5,61.9,55.0,913.0,4.42,4.43,2.74,region1
0.32,Ideal,1,F,3,VS2,5,61.9,56.0,869.0,4.39,4.37,2.71,region3
1.02,Premium,2,E,2,SI2,7,59.9,58.0,5150.0,6.6,6.55,3.94,region2
1.01,Ideal,1,H,5,VS2,5,62.1,54.0,4418.0,6.5,6.44,4.02,region4
0.31,Ideal,1,D,1,VS2,5,61.5,56.0,989.0,4.36,4.35,2.68,region3
0.42,Ideal,1,D,1,VVS2,3,61.7,57.0,1089.0,4.82,4.8,2.97,region4
2.02,Ideal,1,I,6,VS1,4,62.1,56.0,21073.0,8.13,8.09,5.04,region2
0.31,Ideal,1,E,2,VS2,5,61.0,56.0,916.0,4.41,4.38,2.68,region3
0.91,Fair,5,H,5,SI2,7,65.7,60.0,2487.0,6.03,5.99,3.95,region4
0.31,Premium,2,D,1,VS2,5,61.8,57.0,1225.0,4.41,4.36,2.71,region1
1.52,Premium,2,G,4,VS2,5,62.0,58.0,12135.0,7.33,7.39,4.56,region4
0.51,Premium,2,E,2,I1,8,58.0,60.0,867.0,5.29,5.23,3.05,region3
0.93,Good,4,D,1,SI1,6,63.8,59.0,3431.0,6.21,6.15,3.94,region4
0.81,Good,4,I,6,VS2,5,63.8,58.0,3010.0,5.84,5.89,3.74,region2
1.0,Premium,2,G,4,SI2,7,59.1,59.0,3326.0,6.54,6.5,3.85,region4
0.31,Ideal,1,E,2,VVS2,3,62.0,54.0,831.0,4.38,4.4,2.72,region3
0.57,Ideal,1,F,3,VVS1,2,61.3,56.0,3009.0,5.4,5.37,3.3,region4
0.31,Very Good,3,G,4,VVS1,2,61.5,55.0,861.0,4.36,4.4,2.69,region2
1.2,Premium,2,D,1,VVS1,2,62.1,59.0,20392.0,0.0,0.0,0.0,region1
1.08,Ideal,1,H,5,VVS2,3,62.4,55.0,7199.0,6.53,6.57,4.09,region3
0.56,Ideal,1,H,5,VS1,4,60.2,57.0,1699.0,5.38,5.35,3.23,region4
0.3,Ideal,1,H,5,VVS2,3,61.5,57.0,696.0,4.31,4.34,2.66,region2
0.53,Good,4,D,1,VS2,5,63.4,55.0,1561.0,5.11,5.23,3.28,region4
0.9,Ideal,1,E,2,VS2,5,62.0,59.0,7071.0,6.17,6.21,3.84,region1
0.42,Ideal,1,G,4,VS2,5,61.2,56.0,974.0,4.8,4.84,2.95,region2
0.32,Ideal,1,F,3,IF,1,61.9,54.0,1068.0,4.43,4.46,2.75,region2
0.54,Ideal,1,F,3,VS2,5,62.8,57.0,1459.0,5.25,5.2,3.28,region4
0.31,Good,4,E,2,SI1,6,63.6,57.0,733.0,4.3,4.28,2.73,region3
2.17,Premium,2,H,5,SI1,6,59.9,61.0,16620.0,8.39,8.38,5.02,region2
1.03,Good,4,F,3,VS2,5,63.9,59.0,8661.0,6.38,6.35,4.07,region1
0.83,Ideal,1,F,3,SI1,6,62.1,55.0,2878.0,6.05,6.0,3.74,region4
0.3,Ideal,1,G,4,IF,1,62.3,54.0,992.0,4.32,4.35,2.7,region2
1.62,Very Good,3,H,5,VS2,5,62.6,58.0,9821.0,7.57,7.45,4.7,region4
0.54,Ideal,1,G,4,VVS2,3,60.6,56.0,2084.0,5.26,5.27,3.19,region3
0.43,Ideal,1,E,2,SI1,6,61.2,56.2,723.0,4.87,4.89,2.99,region4
1.01,Good,4,G,4,SI1,6,60.7,59.0,4205.0,6.35,6.4,3.87,region4
0.3,Ideal,1,E,2,VS2,5,62.6,56.0,886.0,4.34,4.29,2.7,region3
1.09,Very Good,3,D,1,SI2,7,62.2,59.0,4138.0,6.46,6.49,4.03,region4
0.32,Ideal,1,G,4,VS1,4,61.6,56.0,952.0,4.42,4.38,2.71,region2
0.3,Very Good,3,J,7,SI1,6,62.7,59.0,369.0,4.21,4.27,2.66,region3
0.41,Ideal,1,E,2,VVS2,3,62.0,56.0,1365.0,4.72,4.76,2.94,region2
0.76,Fair,5,H,5,SI1,6,65.5,59.0,2303.0,5.75,5.66,3.74,region3
0.25,Ideal,1,E,2,VVS2,3,61.1,56.0,728.0,4.08,4.11,2.5,region2
0.7,Good,4,F,3,VVS1,2,63.2,58.0,3923.0,5.58,5.62,3.54,region1
1.51,Ideal,1,I,6,VS2,5,60.7,57.0,6837.0,7.42,7.35,4.48,region3
0.5,Very Good,3,D,1,VS1,4,62.0,56.0,2012.0,5.09,5.11,3.16,region2
1.6,Premium,2,F,3,SI2,7,60.5,60.0,7677.0,7.55,7.52,4.56,region4
0.3,Very Good,3,G,4,IF,1,61.0,62.0,1029.0,4.32,4.34,2.64,region2
1.01,Very Good,3,E,2,VS2,5,62.0,55.0,6719.0,6.42,6.46,3.99,region3
0.9,Good,4,F,3,SI2,7,63.1,57.0,3430.0,6.11,6.18,3.88,region3
2.02,Fair,5,J,7,VS1,4,64.6,59.0,12059.0,7.95,7.9,5.12,region4
1.01,Premium,2,F,3,VS2,5,60.9,58.0,6768.0,6.47,6.41,3.92,region3
0.33,Ideal,1,E,2,VS2,5,61.6,57.0,835.0,4.46,4.44,2.74,region4
0.28,Ideal,1,E,2,VVS1,2,61.2,54.0,1023.0,4.24,4.26,2.6,region1
1.0,Very Good,3,E,2,VS2,5,62.9,57.0,9889.0,6.33,6.35,3.99,region1
1.23,Premium,2,I,6,SI1,6,62.5,59.0,4871.0,6.8,6.84,4.26,region4
0.31,Ideal,1,D,1,SI1,6,62.1,56.0,659.0,4.37,4.33,2.7,region4
0.4,Premium,2,G,4,VS2,5,60.4,58.0,979.0,4.75,4.78,2.88,region1
1.01,Very Good,3,I,6,SI2,7,62.9,55.0,3754.0,6.37,6.42,4.02,region4
2.01,Ideal,1,G,4,SI2,7,61.7,57.0,23737.0,8.13,8.1,5.01,region1
0.71,Very Good,3,E,2,SI1,6,63.1,58.0,2260.0,5.65,5.69,3.58,region4
0.51,Premium,2,D,1,VS2,5,62.7,59.0,1544.0,5.05,5.09,3.18,region4
0.34,Ideal,1,G,4,VVS1,2,62.5,53.0,1029.0,4.47,4.49,2.8,region2
1.0,Ideal,1,J,7,SI2,7,62.1,56.0,3118.0,6.34,6.41,3.96,region4
0.9,Very Good,3,G,4,VS2,5,63.4,59.0,4755.0,6.08,6.13,3.87,region2
0.44,Very Good,3,E,2,VS2,5,60.3,58.0,1135.0,4.9,4.92,2.96,region2
1.79,Very Good,3,I,6,VS2,5,60.5,56.0,14501.0,7.87,7.9,4.77,region2
1.1,Good,4,I,6,SI1,6,57.7,60.0,4528.0,6.82,6.77,3.92,region3
0.35,Very Good,3,D,1,SI1,6,63.3,56.0,1004.0,4.53,4.5,2.86,region1
1.11,Very Good,3,H,5,SI2,7,63.2,58.0,6465.0,6.64,6.53,4.16,region1
0.52,Ideal,1,D,1,VS2,5,61.0,57.0,1961.0,5.21,5.18,3.17,region3
2.0,Very Good,3,H,5,SI1,6,63.2,54.0,13986.0,7.97,7.88,5.01,region3
0.72,Ideal,1,E,2,VVS2,3,62.1,57.0,3557.0,5.76,5.74,3.57,region2
0.71,Ideal,1,F,3,SI2,7,62.1,56.0,3033.0,5.75,5.7,3.56,region2
0.9,Ideal,1,E,2,VS2,5,62.7,56.0,5486.0,6.14,6.18,3.86,region2
2.01,Premium,2,I,6,SI1,6,60.1,59.0,18925.0,8.24,8.19,4.94,region1
1.01,Good,4,E,2,SI1,6,64.1,59.0,5152.0,6.35,6.31,4.06,region2
0.68,Ideal,1,G,4,VS1,4,61.7,55.0,2652.0,5.71,5.66,3.51,region3
0.41,Ideal,1,H,5,VS1,4,61.6,57.0,953.0,4.77,4.81,2.95,region2
1.03,Ideal,1,D,1,SI2,7,60.7,55.0,6178.0,6.53,6.61,3.99,region1
0.41,Ideal,1,D,1,VS2,5,62.2,54.0,1399.0,4.81,4.77,2.98,region1
0.41,Premium,2,D,1,VVS1,2,62.2,58.0,1484.0,4.77,4.71,2.95,region3
0.43,Ideal,1,H,5,SI1,6,61.6,55.0,827.0,4.9,4.87,3.01,region4
0.39,Very Good,3,G,4,SI1,6,58.9,61.0,738.0,4.74,4.76,2.8,region3
0.73,Premium,2,I,6,VS1,4,60.3,58.0,2490.0,5.83,5.87,3.53,region3
1.2,Very Good,3,I,6,SI1,6,63.8,57.0,4817.0,6.64,6.72,4.26,region4
2.02,Ideal,1,I,6,SI2,7,62.3,55.0,13750.0,8.1,8.06,5.03,region1
0.41,Premium,2,G,4,VVS1,2,59.7,60.0,1396.0,4.83,4.85,2.89,region1
1.1,Ideal,1,D,1,VVS2,3,62.0,57.0,12802.0,6.57,6.62,4.09,region2
0.3,Premium,2,G,4,VVS2,3,62.2,59.0,1010.0,4.31,4.28,2.67,region2
0.51,Very Good,3,E,2,SI1,6,62.9,57.0,1369.0,5.06,5.11,3.2,region3
1.01,Good,4,E,2,SI2,7,63.9,55.0,4662.0,6.38,6.33,4.08,region3
1.13,Premium,2,H,5,SI1,6,62.3,58.0,4591.0,6.67,6.68,4.16,region4
0.56,Ideal,1,I,6,IF,1,61.9,54.0,2196.0,5.29,5.34,3.29,region1
1.14,Premium,2,F,3,VVS1,2,60.8,58.0,11422.0,6.79,6.74,4.11,region3
1.06,Ideal,1,I,6,VS2,5,61.0,57.0,6166.0,6.55,6.59,4.01,region2
0.3,Premium,2,H,5,VVS2,3,60.8,58.0,892.0,4.37,4.34,2.65,region2
0.61,Premium,2,F,3,VVS2,3,63.0,60.0,2435.0,5.35,5.29,3.35,region3
0.41,Very Good,3,G,4,VVS2,3,59.1,60.0,933.0,4.84,4.87,2.87,region3
0.34,Ideal,1,E,2,VS1,4,61.2,57.0,1046.0,4.45,4.5,2.74,region1
0.31,Ideal,1,H,5,VVS1,2,62.7,54.0,952.0,4.38,4.33,2.73,region3
0.3,Good,4,H,5,VVS2,3,63.1,60.0,786.0,4.24,4.28,2.69,region1
0.56,Ideal,1,J,7,VS2,5,62.0,56.0,1408.0,5.27,5.31,3.28,region2
0.3,Ideal,1,E,2,I1,8,60.3,57.0,569.0,4.39,4.36,2.64,region2
1.05,Ideal,1,E,2,SI1,6,60.7,55.0,5684.0,6.62,6.67,4.03,region4
2.43,Very Good,3,H,5,SI2,7,63.2,57.0,18596.0,8.56,8.5,5.39,region2
0.32,Ideal,1,E,2,VS2,5,62.3,57.0,737.0,4.41,4.42,2.75,region3
1.09,Ideal,1,G,4,VVS2,3,62.5,56.0,10767.0,6.54,6.58,4.1,region1
0.76,Very Good,3,E,2,SI1,6,63.2,57.0,2352.0,5.8,5.75,3.65,region4
1.24,Ideal,1,G,4,VVS2,3,61.4,58.0,11954.0,6.88,6.92,4.24,region2
1.02,Good,4,G,4,VS2,5,63.7,57.0,6240.0,6.24,6.31,4.0,region3
1.31,Premium,2,G,4,VS2,5,60.3,58.0,10690.0,7.13,7.1,4.29,region2
0.9,Premium,2,E,2,VS2,5,62.3,55.0,3656.0,6.18,6.14,3.84,region4
0.7,Very Good,3,I,6,VS1,4,62.7,58.0,2974.0,5.61,5.65,3.53,region1
1.2,Good,4,J,7,VS2,5,63.7,58.0,5806.0,6.61,6.68,4.23,region1
1.51,Ideal,1,I,6,VS2,5,61.6,57.0,10755.0,7.34,7.28,4.5,region2
0.38,Ideal,1,I,6,VVS2,3,61.7,56.0,663.0,4.67,4.7,2.89,region4
1.03,Good,4,J,7,SI2,7,56.2,62.0,2869.0,6.69,6.73,3.77,region4
0.71,Very Good,3,D,1,SI1,6,61.7,59.0,3097.0,5.7,5.74,3.53,region2
0.59,Premium,2,F,3,SI2,7,61.9,61.0,1517.0,5.38,5.33,3.31,region2
0.51,Ideal,1,F,3,VVS2,3,61.2,56.0,1884.0,5.17,5.19,3.17,region4
0.7,Fair,5,H,5,VVS2,3,65.8,58.0,2250.0,5.49,5.42,3.59,region4
0.7,Premium,2,H,5,SI1,6,61.1,58.0,1753.0,5.74,5.79,3.52,region4
0.41,Premium,2,J,7,VS1,4,62.0,55.0,1079.0,4.77,4.74,2.95,region1
0.38,Ideal,1,E,2,VVS2,3,62.2,56.0,1352.0,4.65,4.58,2.87,region2
0.4,Ideal,1,I,6,VS2,5,62.6,54.0,767.0,4.74,4.75,2.97,region2
1.29,Very Good,3,G,4,SI2,7,63.3,61.0,6418.0,6.84,6.8,4.32,region1
1.21,Ideal,1,I,6,VVS1,2,61.6,55.0,7440.0,6.88,6.8,4.21,region3
1.52,Premium,2,I,6,SI1,6,61.9,58.0,8901.0,7.37,7.42,4.58,region3
0.73,Ideal,1,G,4,VVS1,2,61.7,57.0,3764.0,5.77,5.8,3.57,region4
1.24,Ideal,1,H,5,VS1,4,61.6,56.0,6969.0,6.95,6.87,4.26,region4
0.41,Ideal,1,I,6,IF,1,61.8,55.0,1070.0,4.77,4.81,2.96,region2
1.04,Ideal,1,I,6,SI1,6,61.7,57.0,3910.0,6.49,6.54,4.02,region4
1.0,Very Good,3,J,7,VVS1,2,63.5,59.0,4953.0,6.34,6.29,4.01,region3
1.52,Very Good,3,F,3,VS2,5,62.7,59.0,12659.0,7.3,7.33,4.59,region4
1.01,Premium,2,F,3,VS2,5,62.5,58.0,6585.0,6.43,6.4,4.01,region3
0.61,Ideal,1,J,7,SI1,6,62.0,55.0,1486.0,5.45,5.48,3.39,region1
0.32,Ideal,1,F,3,VVS1,2,61.5,56.0,843.0,4.39,4.42,2.71,region3
1.23,Good,4,J,7,VS2,5,63.6,57.0,4761.0,6.74,6.79,4.3,region4
0.42,Ideal,1,H,5,VVS2,3,61.1,56.0,1046.0,4.8,4.85,2.95,region2
0.9,Ideal,1,H,5,VS2,5,61.6,57.0,4799.0,6.17,6.29,3.84,region2
1.06,Ideal,1,D,1,VS2,5,62.5,54.0,9075.0,6.6,6.53,4.1,region1
1.64,Ideal,1,H,5,VS2,5,60.6,57.0,11305.0,7.71,7.67,4.66,region4
0.32,Very Good,3,G,4,VS2,5,62.6,58.0,645.0,4.37,4.39,2.74,region2
0.3,Very Good,3,F,3,SI1,6,57.9,61.0,513.0,4.39,4.49,2.57,region3
1.26,Very Good,3,D,1,SI1,6,59.9,59.0,10120.0,7.02,7.14,4.24,region1
0.27,Very Good,3,F,3,VVS2,3,62.5,59.0,571.0,4.11,4.15,2.58,region3
1.0,Very Good,3,H,5,VVS1,2,62.3,60.0,6323.0,6.28,6.36,3.94,region3
0.33,Very Good,3,H,5,VS1,4,60.2,62.0,521.0,4.44,4.47,2.68,region4
0.3,Premium,2,D,1,VS2,5,60.4,59.0,957.0,4.35,4.32,2.62,region3
0.71,Ideal,1,J,7,SI1,6,61.4,56.0,1746.0,5.75,5.78,3.54,region4
0.51,Premium,2,G,4,VS1,4,62.3,59.0,2048.0,5.12,5.06,3.17,region2
0.52,Ideal,1,E,2,VS1,4,61.7,56.0,2265.0,5.13,5.18,3.18,region1
0.7,Good,4,H,5,VS2,5,59.1,65.0,2117.0,5.85,5.75,3.43,region4
0.24,Very Good,3,E,2,VS1,4,62.4,59.0,440.0,3.94,3.98,2.47,region3
0.32,Very Good,3,F,3,VS2,5,61.0,61.0,742.0,4.38,4.41,2.68,region2
0.7,Very Good,3,I,6,SI1,6,61.1,56.0,2122.0,5.74,5.75,3.51,region3
0.7,Ideal,1,G,4,SI1,6,61.9,56.0,2776.0,5.66,5.71,3.52,region2
0.33,Ideal,1,D,1,VS1,4,61.0,56.0,1091.0,4.45,4.47,2.72,region1
1.01,Good,4,H,5,SI1,6,63.1,60.0,5097.0,6.37,6.41,4.03,region2
0.5,Very Good,3,E,2,VS2,5,62.8,60.0,2027.0,5.02,5.08,3.17,region1
1.0,Very Good,3,F,3,VS2,5,62.8,57.0,7305.0,6.29,6.35,3.97,region3
1.34,Premium,2,D,1,SI2,7,61.5,58.0,9496.0,7.04,7.07,4.34,region1
0.39,Very Good,3,G,4,VVS2,3,62.1,55.0,788.0,4.67,4.7,2.91,region4
0.79,Good,4,I,6,SI1,6,63.9,55.0,1886.0,5.85,5.8,3.72,region4
0.51,Ideal,1,H,5,VVS1,2,62.2,56.0,1854.0,5.12,5.14,3.19,region3
1.2,Very Good,3,G,4,VS2,5,62.4,59.0,8364.0,6.68,6.74,4.19,region2
0.41,Very Good,3,E,2,SI2,7,61.3,57.0,785.0,4.79,4.83,2.95,region2
0.41,Ideal,1,H,5,SI1,6,62.6,55.0,920.0,4.79,4.77,2.99,region3
0.31,Ideal,1,D,1,IF,1,61.1,56.0,1703.0,4.42,4.39,2.69,region1
0.32,Ideal,1,G,4,VS1,4,62.4,56.0,781.0,4.37,4.38,2.73,region2
1.1,Very Good,3,I,6,VS1,4,61.0,59.0,6341.0,6.65,6.67,4.06,region1
0.59,Ideal,1,E,2,VS1,4,61.6,57.0,1955.0,5.35,5.39,3.31,region4
1.11,Ideal,1,G,4,VS2,5,61.2,56.0,6284.0,6.68,6.65,4.08,region4
0.51,Good,4,G,4,SI1,6,63.1,64.0,1273.0,5.08,5.03,3.19,region2
0.71,Fair,5,G,4,SI1,6,65.0,58.0,2658.0,5.57,5.53,3.61,region1
0.35,Premium,2,E,2,VS2,5,59.5,58.0,1279.0,4.62,4.59,2.74,region1
0.83,Ideal,1,E,2,SI2,7,61.9,53.0,3506.0,6.08,6.04,3.75,region2
0.33,Ideal,1,E,2,VS1,4,61.5,54.0,725.0,4.46,4.49,2.75,region4
0.54,Ideal,1,J,7,VS1,4,61.0,56.1,1302.0,5.25,5.28,3.21,region3
0.38,Very Good,3,D,1,VS2,5,61.6,59.0,840.0,4.62,4.66,2.86,region4
0.55,Premium,2,E,2,VS2,5,60.1,59.0,1995.0,5.36,5.29,3.2,region2
0.51,Premium,2,E,2,VS2,5,61.5,60.0,1802.0,5.12,5.09,3.14,region2
0.42,Ideal,1,F,3,SI1,6,60.9,55.0,812.0,4.84,4.88,2.96,region3
1.0,Fair,5,G,4,SI1,6,68.9,56.0,3450.0,6.16,6.11,4.23,region4
1.0,Good,4,J,7,VS1,4,58.1,64.0,4508.0,6.63,6.51,3.82,region2
1.2,Very Good,3,G,4,SI1,6,62.8,57.0,7505.0,6.68,6.73,4.21,region2
1.09,Fair,5,J,7,VS2,5,64.6,58.0,3959.0,6.48,6.41,4.16,region2
0.71,Premium,2,E,2,SI2,7,60.4,61.0,1886.0,5.79,5.77,3.49,region4
0.44,Premium,2,F,3,VS2,5,61.1,62.0,916.0,4.98,4.92,3.03,region4
0.41,Good,4,E,2,SI1,6,63.9,58.0,1260.0,4.72,4.7,3.01,region1
0.7,Ideal,1,F,3,VS1,4,61.7,55.0,4100.0,5.72,5.76,3.54,region1
0.32,Very Good,3,G,4,VVS1,2,60.6,57.0,719.0,4.46,4.48,2.71,region3
1.26,Premium,2,H,5,SI2,7,61.3,57.0,7302.0,6.96,6.87,4.24,region2
0.59,Very Good,3,G,4,SI1,6,59.3,58.0,2022.0,5.45,5.51,3.25,region1
0.51,Very Good,3,E,2,SI2,7,63.3,56.0,1425.0,5.12,5.08,3.23,region2
1.03,Very Good,3,F,3,SI2,7,62.4,59.0,4053.0,6.38,6.45,4.0,region4
0.56,Ideal,1,G,4,VVS2,3,62.1,56.0,2121.0,5.31,5.29,3.29,region4
1.72,Premium,2,H,5,SI1,6,61.4,59.0,14948.0,7.71,7.64,4.71,region2
0.33,Premium,2,G,4,VVS1,2,61.9,59.0,1003.0,4.41,4.38,2.72,region4
0.56,Very Good,3,H,5,SI2,7,59.5,57.0,1201.0,5.4,5.43,3.22,region3
0.5,Premium,2,E,2,SI1,6,62.4,61.0,1752.0,5.1,4.98,3.15,region1
1.01,Very Good,3,G,4,VS2,5,63.2,57.0,5131.0,6.35,6.3,4.0,region4
0.51,Very Good,3,J,7,VS2,5,63.1,56.0,1134.0,5.13,5.1,3.23,region3
1.5,Premium,2,F,3,SI1,6,62.2,58.0,10827.0,7.34,7.29,4.55,region4
1.5,Ideal,1,F,3,VS2,5,61.9,56.4,13900.0,7.31,7.33,4.53,region4
0.32,Ideal,1,D,1,VS2,5,61.3,56.0,1264.0,4.41,4.37,2.69,region1
0.38,Ideal,1,F,3,SI1,6,61.0,56.0,918.0,4.7,4.73,2.87,region3
0.4,Ideal,1,F,3,SI1,6,61.9,57.0,729.0,4.71,4.76,2.93,region3
1.07,Ideal,1,G,4,SI1,6,62.1,57.0,6017.0,6.59,6.52,4.07,region2
0.9,Very Good,3,H,5,SI1,6,63.0,55.0,3049.0,6.12,6.16,3.87,region4
0.9,Good,4,G,4,SI1,6,57.8,58.0,3538.0,6.42,6.38,3.7,region4
0.7,Very Good,3,G,4,SI1,6,61.8,56.0,2422.0,5.7,5.76,3.54,region2
0.5,Premium,2,F,3,VVS2,3,60.6,58.0,2086.0,5.2,5.1,3.12,region2
0.56,Very Good,3,H,5,VS1,4,62.8,56.0,2054.0,5.23,5.28,3.3,region1
1.65,Premium,2,F,3,SI2,7,60.5,61.0,12601.0,7.7,7.65,4.64,region1
0.32,Ideal,1,I,6,VS1,4,62.0,54.0,549.0,4.37,4.41,2.72,region3
1.03,Very Good,3,G,4,VS1,4,60.6,58.0,6811.0,6.48,6.55,3.95,region3
1.11,Premium,2,E,2,SI2,7,61.6,61.0,5430.0,6.66,6.61,4.09,region1
1.24,Ideal,1,G,4,VS1,4,60.1,58.0,9579.0,7.03,6.97,4.21,region3
1.48,Very Good,3,H,5,SI2,7,62.3,58.0,6520.0,7.18,7.23,4.49,region4
0.41,Good,4,E,2,SI2,7,63.8,57.0,859.0,4.75,4.68,3.01,region3
0.33,Very Good,3,G,4,VVS2,3,61.2,57.0,978.0,4.42,4.44,2.71,region1
0.34,Very Good,3,G,4,VS1,4,62.2,55.0,736.0,4.48,4.52,2.8,region2
0.29,Ideal,1,G,4,VVS2,3,60.7,54.0,698.0,4.33,4.37,2.64,region2
1.44,Good,4,G,4,I1,8,63.2,54.8,5388.0,7.18,7.21,4.54,region4
0.52,Premium,2,F,3,VS2,5,62.5,58.0,2086.0,5.17,5.13,3.22,region1
1.22,Very Good,3,F,3,SI1,6,63.5,56.0,6928.0,6.79,6.75,4.3,region1
0.33,Ideal,1,H,5,VS2,5,61.8,54.0,566.0,4.45,4.48,2.76,region3
1.04,Ideal,1,H,5,SI2,7,61.1,56.0,4934.0,6.6,6.66,4.05,region2
0.81,Ideal,1,J,7,SI2,7,62.2,57.0,2415.0,5.95,5.92,3.69,region2
1.26,Ideal,1,H,5,VS1,4,61.0,57.0,8063.0,6.97,7.03,4.27,region4
2.51,Ideal,1,H,5,SI1,6,62.9,56.0,17623.0,8.65,8.61,5.43,region2
0.47,Ideal,1,I,6,VS2,5,62.1,54.0,928.0,4.98,5.0,3.1,region3
0.36,Ideal,1,D,1,VS1,4,61.7,55.0,1224.0,4.59,4.62,2.84,region2
0.54,Very Good,3,D,1,SI1,6,60.0,59.8,1434.0,5.3,5.34,3.18,region4
0.31,Ideal,1,G,4,VS1,4,60.6,56.0,721.0,4.38,4.4,2.66,region2
0.77,Good,4,E,2,SI2,7,64.1,56.0,1804.0,5.84,5.77,3.72,region4
1.07,Premium,2,F,3,VS1,4,62.4,58.0,7594.0,6.52,6.49,4.06,region3
